RowIndex,object_number,secondary_identifier,whole_or_part,item_count,collection,legal_status,object_name,description,location,hazards,makers_and_associated_people,place_made,date_made,materials,measurements,interpretation,interpretation_source,interpretation_date
80,1913-256,Inv. 1913-256,whole,1.0,,donated,SPIRIT LEVEL,"A level of this type, serving also for measuring inclines and distances by means of the elevating screw, is particularly adapted by reason of its compactness and simplicity of construction for preliminary surveys where no great accuracy is required. It consists of a small telescope and spirit-level separately mounted upon a platform connected with a tripod by means of a ball-and-socket joint of a special type, often employed in small surveying instruments of German construction. This joint permits the orientation of the platform to be varied, whilst leaving it perfectly free to rotate in azimuth about the socket, which is fixed to the tripod. The platform terminates underneath in a metal ball, at the lower end of which is a cylindrical pin. The socket consists of two parts screwed together, an upper spherical dome enclosing the ball, and a lower tubular sheath surrounding the pin. Two levelling screws, set perpendicularly to each other, work in threads in this sheath, and impinge upon a metal collar which encircles the pin sufficiently tightly to prevent shake, but not to hinder the free azimuthal rotation of the pin, and consequently the platform. Opposite the two screws, and likewise impinging on the collar is a spring which takes the pressure of the screws. By means of these screws the platform can be set level in all directions. The spirit level can be adjusted upon the platform by the small screws at one end of its case, whilst the telescope can be elevated or depressed about an axis at one end fixed in the platform by means of a fine-threaded screw at the other end.",,,"[{'name': 'C. Sickler', 'role': 'maker'}, {'name': 'T. H. Court, Esq.', 'role': 'donor'}]",,,"['brass', 'metal', 'steel']","['pitch of the screw-threads is half a millimetre', 'movement of this end of the telescope is read to a tenth of a millimetre', 'For every tenth-millimetre, the line of sight of the telescope moves through an angle whose circular measure is one-thousandth.']","Serves also for measuring inclines and distances by means of the elevating screw. Particularly adapted by reason of its compactness and simplicity of construction for preliminary surveys where no great accuracy is required. By this means, as in tacheometry, distances can be measured with fair accuracy.",,
81,1876-1196,,whole,1.0,,,SPIRIT LEVEL,"This instrument, primarily designed for levelling, can also be employed for measuring angles in any plane, and is likewise provided with stadia lines in diaphragm of the telescope for measuring distances. It is thus a type of cheap, portable, universal instrument, specially adapted for surveys of minor precision. The special features which distinguish it from an ordinary small level are the graduated semicircle and the peculiar method of attaching the spirit level to the telescope and the whole instrument to the tripod. The lower parallel plate is not attached directly to the tripod head, but to an intermediate knuckle-joint piece, which permits the instrument as a whole to be set with the semicircle in any plane. The spirit level can also be attached to the telescope in two places, one serving when the semicircle is horizontal and the other when it is vertical. The telescope can rotate on the semicircle, which is graduated to 30 minutes and reads by vernier to 2 minutes, and the semicircle can likewise rotate irrespective of the telescope, thus permitting angles to be “repeated.” The parallel plate arrangement is of the usual type, with four levelling screws.",,,"[{'name': 'Zimmer Bros.', 'role': 'maker'}]",Stuttgart,,"['brass', 'glass', 'steel']",['18 cm diameter'],"Primarily designed for levelling, can also be employed for measuring angles in any plane, and is likewise provided with stadia lines in diaphragm of the telescope for measuring distances. It is thus a type of cheap, portable, universal instrument, specially adapted for surveys of minor precision.",,
82,1876-1198,,whole,1.0,,,BREITHAUPT'S COMPENSATION LEVEL,"A later modification of a level designed and constructed by F. W. Breithaupt in 1845, with the idea of minimizing the instrumental adjustments usually necessary as a preliminary to taking levels. The method of weighting the main spirit level and suspending it freely in pin bearings attached to the telescope enables the surveyor to compensate by double readings the errors arising from non-parallelism of the spirit-level axis, telescope axis, and line of sight. In this level the telescope can be rotated in its collars through a complete half-turn, the extreme positions being determined by mechanical stops. The spirit level, whilst revolving with the telescope, does not rotate, but is kept with its engraved scale uppermost. Consequently the bubble is always visible against the scale, and its variation during the rotation measures the extent to which the axis of the spirit level is inclined to the axis of rotation of the telescope. Such an inclination, if small, will be automatically rendered ineffective provided two readings of the levelling staff are made with the spirit level “centred,” one before the telescope is rotated in its collars through 180°, and the other after. This double reading also corrects for lack of coincidence between the mechanical axis of rotation of the telescope and the line of sight. The mean of the two readings will be the true reading which would be obtained if the three axes of spirit level, telescope rings and vision were mutually parallel. Thus it is not necessary to adjust the instrument beforehand for this parallelism. It is, however, essential that the spirit level itself should be so adjusted that when its bubble is central, its own axis of rotation reversing the spirit level in its bearings should be horizontal. This can be tested by centring the bubble, and reading the bubble again. Half the difference is removed by the means of the two capstan-headed screws which fix one end of the bubble tube to its case. To enable the spirit level to be so reversed, one bearing pin can be withdrawn from its supporting bracket. The lower part of the instrument is provided with a circular box level, which serves to set the main axis nearly vertical by means of the footscrews. No attempt is made to render this axis exactly vertical, as the telescope is always finally levelled by means of the elevating screw. The head of this latter is divided, and serves to measure very accurately small gradients. The diaphragm of the telescope has two horizontal subtense wires in addition to the central levelling wires, so that the instrument can be used to measure distances.",,,"[{'name': 'F. W. Breithaupt and Son', 'role': 'maker'}, {'name': 'F. W. Breithaupt', 'role': 'designer'}]",Cassel,1859,"['brass', 'glass']",[],"This is a later modification of a level designed and constructed by F. W. Breithaupt in 1845, with the idea of minimizing the instrumental adjustments usually necessary as a preliminary to taking levels. The method of weighting the main spirit level and suspending it freely in pin bearings attached to the telescope enables the surveyor to compensate by double readings the errors arising from non-parallelism of the spirit-level axis, telescope axis, and line of sight. In this level the telescope can be rotated in its collars through a complete half-turn, the extreme positions being determined by mechanical stops. The spirit level, whilst revolving with the telescope, does not rotate, but is kept with its engraved scale uppermost. Consequently the bubble is always visible against the scale, and its variation during the rotation measures the extent to which the axis of the spirit level is inclined to the axis of rotation of the telescope. Such an inclination, if small, will be automatically rendered ineffective provided two readings of the levelling staff are made with the spirit level “centred,” one before the telescope is rotated in its collars through 180°, and the other after. This double reading also corrects for lack of coincidence between the mechanical axis of rotation of the telescope and the line of sight. The mean of the two readings will be the true reading which would be obtained if the three axes of spirit level, telescope rings and vision were mutually parallel. Thus it is not necessary to adjust the instrument beforehand for this parallelism. It is, however, essential that the spirit level itself should be so adjusted that when its bubble is central, its own axis of rotation reversing the spirit level in its bearings should be horizontal. This can be tested by centring the bubble, and reading the bubble again. Half the difference is removed by the means of the two capstan-headed screws which fix one end of the bubble tube to its case. To enable the spirit level to be so reversed, one bearing pin can be withdrawn from its supporting bracket. The lower part of the instrument is provided with a circular box level, which serves to set the main axis nearly vertical by means of the footscrews. No attempt is made to render this axis exactly vertical, as the telescope is always finally levelled by means of the elevating screw. The head of this latter is divided, and serves to measure very accurately small gradients. The diaphragm of the telescope has two horizontal subtense wires in addition to the central levelling wires, so that the instrument can be used to measure distances. The “suspension” spirit level of the type here shown was soon superseded in compensating levels by Amsler’s two-sided “reversion” level, which is much less liable to be injured by shocks than Breithaupt’s pattern.","Dingler’s Polytechnisches Journal,” Bd. 133, p. 401",1859
83,1922-442,,whole,1.0,,lent,LEVEL,The telescope of this level has a rack-focussing objective of 1.3-in. aperture and 14-in. focal length. A 6-in. bubble-tube is mounted adjustably beneath it and has a sensitivity of 22 seconds per 0.1 in. division of its graduations.,,,"[{'name': 'E. R. Watts and Son, Ltd.', 'role': 'maker'}, {'name': 'E. R. Watts and Son, Ltd.', 'role': 'lender'}]",,,[],"['14-in.', '1.3-in. aperture', '14-in. focal length', '6-in. bubble-tube', '22 seconds per 0.1 in. division']",,,
84,1917-38,Inv. 1917-38,whole,1.0,,donated,CLINOMETER,"This clinometer is not provided with sights, but has two plane edges at right angles and a movable spirit-level with a vernier at one end. The instrument is set on the face of the rod and the level rotated until the bubble is centred, when the zero mark of the vernier gives the inclination to a sixteenth of a degree. The arc over which the vernier moves is graduated in half degrees, each of the eight intervals between the vernier graduations being seven-eighths of a half degree. The spirit level is very sensitive, and the bubble moves about 0·5 cm. for every variation of a sixteenth of a degree in the inclination.",,,"[{'name': 'W. Bandermann', 'role': 'maker'}, {'name': 'T. H. Court', 'role': 'donor'}]",Berlin,,"['brass', 'glass']",['0·5 cm.'],"An instrument of this type is principally used for setting levelling-rods vertical, or for measuring the gradient of a rod used for determining distances in cadastral surveys. It can be set upon some kind of sighting rod and used for measuring gradients or for levelling.",,
85,1911-174A,,whole,1.0,,donated,CLINOMETER,"This instrument was made in the first half of the 19th century, and is used for measuring the elevation to the horizontal of any inclined plane on which it can be set. It is not provided with sights. It consists of two brass rulers, hinged at one end. The upper ruler carries a sensitive 6-in. spirit level and an index, which moves over a graduated brass arc fixed to the lower ruler. This latter is placed upon the surface to be measured and the other ruler revolved until the bubble of the level is centred, when it can be clamped by a screw on the index plate and the reading taken. The arc is graduated in degrees from 0° to 50°.",,,"[{'name': 'Thos. Jones', 'role': 'maker'}, {'name': 'the Admiralty', 'role': 'donor'}]",London,first half of the 19th century,"['brass', 'spirit level', 'screw']",['6-in. spirit level'],Used for measuring the elevation to the horizontal of any inclined plane on which it can be set. The arc is graduated in degrees from 0° to 50°.,,
86,1911-174B,,whole,1.0,,donated,CLINOMETER,"An instrument with two brass rulers hinged together at one end. The upper ruler has perpendicular sights at each end, each with an aperture backsight and a cross-wire foresight, and carries an index plate which moves over a graduated arc fixed to the lower ruler and can be clamped to this arc by a screw. A 3-in. spirit level is supported parallel to the upper ruler in bearings on the sights. The lower ruler has a socket for fixing the instrument to a stand.",,,"[{'name': 'Admiralty', 'role': 'presenter'}]",,,"['brass', 'glass']","['3-in. spirit level', 'radius of 4 in.', 'graduated from 0° to 30°']","In using the instrument, the upper ruler is lowered until it rests on the lower and the instrument is levelled by the spirit level, after which the upper ruler is raised until the object whose angular elevation is required is sighted, and the reading of the arc taken. The arc is graduated from 0° to 30° in degrees, read by estimation to tenths.",,
87,,Inv. 1914-220,whole,1.0,,donated,ABNEY LEVEL AND CLINOMETER,"In a hand-level it is desirable that the object sighted and the levelling mechanism should be simultaneously visible. The combined level and clinometer designed by Capt. Abney, R.E., about the year 1870, utilizes the idea of reflecting the bubble of a spirit level into the line of sight of the sighting tube by means of a diagonal mirror fixed in one half of the latter, the other half being left free for sighting the object. This device had been previously used on a sextant. In the instrument exhibited, a graduated semicircle is rigidly fixed to the rectangular sighting tube, which has a pin-hole aperture and a diagonal mirror fixed beneath a slit in its upper face, vertically beneath the centre of the arc. Through this centre passes an axis, carrying a small transversely mounted spirit level at one extremity and a vernier arm near the other, which terminates in a large milled wheel. On rotating this wheel the spirit level is set at any angle to the line of sight, the angle being measured by the position of the vernier on the graduated arc. The cover of the spirit level has apertures above and below, the latter permitting an image of the bubble to be seen after reflection on the mirror, whilst the former is used when the clinometer is set on the surface whose gradient is required. The arc is graduated in degrees up to 60° on both sides of the vertical, and reads by vernier on the movable arm to 10 minutes. It also has a scale of gradients to 1 in 1, read by the edge of the vernier.",,,"[{'name': 'Cary, London', 'role': 'maker'}, {'name': 'Captain H. G. Lyons, F.R.S.', 'role': 'donor'}, {'name': 'Capt. Abney, R.E.', 'role': 'designer'}]",,c. 1870,"['brass', 'glass', 'steel']","['4 3/8 in. long', '1 in. radius']",Utilizes the idea of reflecting the bubble of a spirit level into the line of sight of the sighting tube by means of a diagonal mirror. The device had been previously used on a sextant.,,
88,1913-254,,whole,1.0,,donated,ABNEY LEVEL AND CLINOMETER,"This example differs from the preceding one in minor details. The graduated arc is fixed to the spirit level and revolves with it, being read for angles up to 45° either way by means of a fiducial mark on the supporting bracket, which is fixed to the sighting tube. Scales of gradients up to 1 in 1 are also marked on the arc beyond the degree graduations and are read by the bevelled edges of the supporting bracket. The edge of the arc is milled, and gears with a small pinion wheel centred in the fixed bracket and rotated by a milled screw. This permits the spirit level and arc to be rotated more slowly and evenly than in the other form. The sighting tube has a circular section, which is not so convenient when the instrument is to be placed on the slope as the rectangular type.",,,"[{'name': 'Elliott Bros.', 'role': 'maker'}, {'name': 'T. H. Court, Esq.', 'role': 'donor'}]",London,,"['brass', 'steel', 'glass']",[],Used for measuring angles and gradients.,,
89,1887-62,,whole,1.0,,,ABNEY LEVEL AND CLINOMETER,"A surveying instrument with a 1 1/2-in. compass fixed on the upper surface of the sighting tube. The compass ring is graduated in degrees, numbered every 10° by quadrants from the N–S line.",,,[],,,"['brass', 'glass']",['1 1/2-in. compass'],,,
90,1922-42,Inv. 1922-42,whole,1.0,,,CLINOMETER (Mark III),"A modern Service clinometer for measuring to the nearest minute the angle of elevation of a plane surface. The angle is measured to the nearest degree by a rotating arm which traverses a fixed graduated sector attached to the base. The arm is slightly curved on its upper and lower surfaces, and carries a sliding spirit level whose position, when the bubble is central with respect to the scale graduated on the arm, gives the number of minutes in the angle. There are two flat mutually perpendicular base plates, one painted black and the other red, and the sector of degrees is graduated on both sides, one set numbered in black from o to 44 and the other in red from 50 to 89, for use with the corresponding base. The black base is used for angles below 45° and the red for those above. The front scale is used with the black base and the rear scale with the red one.",,,"[{'name': 'J. Casartelli & Son', 'role': 'maker'}]",,,['brass'],"['radial arm has a radius of 5 in.', 'scale of minutes on the arm  occupies a length of 2 in.', 'arm is thus curved in a circle of radius about 9.5 ft.']",Used for measuring to the nearest minute the angle of elevation of a plane surface.,,
91,1925-4,Inv. 1925-4,whole,1.0,,loaned,WATKIN CLINOMETER,"Instead of a graduated arc, this type of clinometer is provided with a rotatable drum, upon the face of which is a graduated spiral groove, upon which is recorded the amount of elevation of the surface tested. The bubble level is mounted within a gunmetal frame which has two surfaces accurately machined at right angles to each other. One end of the level is pivoted to the frame, and the other end is kept pressed against the base of the drum which rotates upon a threaded screw carried by the frame. As the drum rotates, an index on the scale the resulting elevation of the free end of the level above the pivoted end, and hence, when the bubble is centred, the elevation of the plane upon which the frame is set. No sights are provided with this instrument, which is designed for recording the slope of a plane surface with respect to the vertical or horizontal, according to which of the two plane surfaces of the instrument is in contact with the surface tested. The range of the drum scale is from 40 minutes below to 45° above zero, the first 5° being subdivided by dots to 1 minute; thereafter lines indicate every 5 minutes.",,,"[{'name': 'Cooke, Troughton & Simms, Ltd.', 'role': 'maker'}, {'name': 'Cooke, Troughton & Simms, Ltd.', 'role': 'lender'}]",,,['gunmetal'],['40 minutes below to 45° above zero'],"Designed for recording the slope of a plane surface with respect to the vertical or horizontal, according to which of the two plane surfaces of the instrument is in contact with the surface tested.",,
92,1925-5,Inv. 1925-5,whole,1.0,,loaned,INDIAN CLINOMETER,"In this clinometer, one sight is fixed and the other is movable over a graduated scale engraved upon the vane; the position of the movable sight registers the inclination of the line of sight. The instrument consists of a hollow bubble arm mounted upon a gunmetal base, which has three studs on its lower face. The bubble arm is pivoted at one end to the base, and carries an adjusting screw at its other end for setting the bubble central. A folding sight vane is fitted to each end of the bubble arm, the shorter vane having a fixed aperture backsight and the longer one carrying the sliding foresight. The latter vane has two scales engraved upon it, one of degrees, subdivided to 20 minutes, and the other of tangents. The range of the scale is 0°-23° of elevation or depression.",,,"[{'name': 'Cooke, Troughton & Simms, Ltd.', 'role': 'maker'}, {'name': 'Cooke, Troughton & Simms, Ltd.', 'role': 'lender'}]",,,['gunmetal'],['0°-23° of elevation or depression'],"Registers the inclination of the line of sight. The latter vane has two scales engraved upon it, one of degrees, subdivided to 20 minutes, and the other of tangents.",,
93,1900-167,Inv. 1900-167,whole,1.0,AXIS LEVEL,donated,SPIRIT LEVEL,"A spirit level for testing the horizontality of a telescope axis, suspended from the axis by curved brackets. It features a bubble tube about 15 in. long by 1 1/4 in. diameter, with an ivory scale mounted on the casing and divided in tenth-inches. The brass casing of the bubble tube has end plates that fit loosely upon screwed vertical pins and can be clamped in any desired position by upper and lower capstan nuts. The pins project from a horizontal brass tube, somewhat longer than the bubble tube and having suspension brackets fastened to its ends. The upper portions of these brackets are curved and their ends turned over and provided with inverted V-plates which rest on the telescope axis. The scale divisions are numbered symmetrically from the centre. A small transverse spirit level is mounted on one end of the casing of the main level. The vertical pin at one end of the base tube is slightly adjustable by means of capstan nuts.",,,"[{'name': 'The Royal Society', 'role': 'lender'}]",,early part of the 19th century,"['brass', 'ivory']","['15 in. long', '1 1/4 in. diameter']","In large astronomical and surveying instruments, specially long and sensitive levels are generally provided for testing the horizontality of the telescope axis. The levels are usually fitted above the axis by bearing forks, but are sometimes suspended from it by curved brackets.",,1900
94,1921-563,,whole,22.0,,lent,SET OF BUBBLE TUBES,"This exhibit comprises twenty-two bubble tubes of various shapes, sizes and sensitivities, all except two being unmounted. Six are of the circular or “pill-box” type, the upper surface of the container being internally ground spherical, so that the bubble, when centred, occupies the space inside a circle engraved on the glass. Two of this type, which are not very sensitive and are only used for rough levelling, are shown mounted in brass cases, attached to the base-board. The remaining sixteen are tube levels, six of them having their glass containers bent as a whole into a circular shape, and the other ten being straight tubes, internally ground to various curvatures according to the desired sensitivity. The first six are not very sensitive, and are of the type used by carpenters, masons, etc. The other ten are used on surveying instruments, etc., and are usually mounted in brass cases, attached to the instrument by adjustable screws. On the larger levels of this type, division marks are graduated at 0·1 in. interval for reading the positions of the ends of the bubble, and the sensitivity is indicated by the angle of elevation of the level necessary to cause the bubble to move over one division. The most sensitive one exhibited has a sensitivity of 1 division per 5·5 seconds of elevation. This particular bubble tube has also a separate chamber at one end. When the bubble expands owing to increasing temperature, a portion of the air can be detached and transferred to the supplementary chamber through a small aperture in the separating wall, and the bubble thus reduced to its normal size.",,,"[{'name': 'T. Cooke & Sons, York', 'role': 'maker'}, {'name': 'T. Cooke & Sons, York', 'role': 'lender'}]",York,,"['brass', 'glass']",['0·1 in.'],"Bubble tubes of various shapes, sizes and sensitivities used for levelling and on surveying instruments. The most sensitive one exhibited has a sensitivity of 1 division per 5·5 seconds of elevation and features a separate chamber at one end to manage bubble expansion due to temperature changes.",,1921
95,1917-107,,whole,1.0,,donated,LEVELLING ROD,"A graduated wooden rod 6 ft. long, 1 in. wide, and in. deep, over which can slide a sighting vane, which has a sharply defined diamond of dark wood inlaid upon a face of light wood, and fits closely to the face of the rod. The vane is moved by the observer signals that it is in line with the telescope, when the former takes the reading of an index mark on the bevelled edge of a small opening in the vane. The face of the staff is graduated both in inches, divided to tenths, and also in hundredths of a foot along its whole length save the top 3 in. Another rod of slightly smaller section can slide along the back of the first, being retained in position by a metal band which serves as a friction clamp. This second rod is not divided and merely serves as a stand for extending the graduated rod. Both are tipped with brass at their ends. A second vane, similar to the first, is supplied. Each has a circular shape, of diameter 5 in. The inlaid diamond has diagonals 5 in. and 2 in., the longer bisecting the vane horizontally. Pins and a metal spring fixed to the back of the vane keep it in position on the rod.",,,"[{'name': 'T. H. Court', 'role': 'lender'}]",,18th century,"['wood', 'metal', 'brass', 'dark wood', 'light wood']","['6 ft. long', '1 in. wide', 'in. deep', 'diameter 5 in.', 'diagonals 5 in.', '2 in.']","This method of levelling was superseded about 1835 by the modern one, in which the observer himself reads the staff through the telescope, an improvement rendered possible by the improved telescopes used.",,1835
96,15814,Inv. 1914-422,whole,1.0,,loaned,LEVELLING STAFF,"This is an inextensible wooden staff 10·5 ft. long, having a rectangular section 2 in. wide by 1 in. deep, and is graduated in hundredths of a foot so as to be read through the telescope by the observer himself. The face of the staff is sunk slightly below the edges to preserve the graduations from abrasion. The graduation marks consist of black horizontal bands 0·01 ft. wide at uniform intervals of 0·01 ft. apart. The 0·1-ft. bands stretch right across the staff, the remainder occupying the left portion only, save at the 0·05-ft. points, where there is an additional black mark to the right of the corresponding white band. Large black numbers, horizontally set, mark the feet, the tenths being marked by smaller black numbers set vertically. A diamond is used instead of the number “five” on the latter graduations, and a dot is placed near the “nine” to distinguish it from the “six” when the numbers are seen inverted in the field of the telescope.",,,"[{'name': 'Ordnance Survey', 'role': 'lender'}]",,,['wood'],"['10·5 ft. long', '2 in. wide', '1 in. deep']",Graduated in hundredths of a foot so as to be read through the telescope by the observer himself. The face of the staff is sunk slightly below the edges to preserve the graduations from abrasion.,,
97,1922-446,,whole,1.0,,loaned,GRADUATED RULES FOR LEVELLING RODS,"This exhibit illustrates the method of engraving wooden and invar rules for their levelling rods now adopted by Messrs. Watts. The portions to be painted black on the white surface of the rule are first gouged out to a sufficient depth and the black filled in nearly flush with the white surface; the black bands are thus rendered very durable. Two of the rules are portions of those used in the ordinary Sopwith type of staff, one showing the graduations cut and the strips gouged out, the other the finished rule, with the strips filled in and figured. The third rule is made of invar, for use in a precise levelling rod, and the bands of black at 0.02-ft. intervals are not so wide as in the other type of rod, where they are exactly 0.01 ft. wide. In the latter case the lower edges of the bands define the odd hundredths of a foot and the upper edges the even hundredths; in the invar rod, only the upper edges are used, the cross wire of the telescope being made to coincide with this edge in taking a reading. The graduations are not figured on the invar strip, but on the surrounding wood of the rod, as in the adjacent exhibit of a portion of the complete rod.",,,"[{'name': 'E. R. Watts & Son, Ltd.', 'role': 'maker'}, {'name': 'E. R. Watts & Son, Ltd.', 'role': 'lender'}, {'name': 'Sopwith', 'role': 'associated person'}]",,,"['wood', 'invar', 'brass', 'steel']","['0.02-ft. intervals', '0.01 ft. wide']","Used for routine land surveying in the late 19th century. This exhibit illustrates the method of engraving wooden and invar rules for their levelling rods. The black bands are rendered very durable by gouging out portions and filling with black. Different types of graduations and their use in reading levelling rods are explained, including specific methods for invar rods.","See 'Journal of Surveying', 1891",1922
98,1922-467,,part,1.0,,loaned,PORTION OF INVAR PRECISE LEVELLING ROD,"The lower portion of a levelling rod used in precise surveys. The invar rule is painted white and engraved with black bands at intervals of 0.02 ft., every fifth band extending over the complete width (about 2 cm.) of the rule, and the others over half its width. The rule is then screwed into a central recess in the face of the wooden rod, which has an I section for strength and lightness, and is shod with a metal shoe terminating in a flat base plate; the bottom of the invar rule is flush with this plate. The face of the wooden rod is painted white and numbered opposite the marks corresponding to intervals of 0.1 ft. on the invar rule. The numbers are in black, and are inverted so as to be seen erect in the telescope of the level; a V is used instead of 5 and an N instead of 9. At the divisions of the rule corresponding to an integral number of feet from the base plate, large red numbers are painted on the wood, and are twice repeated in smaller sized numbers on the opposite side of the face so that the observer has always one of the red numbers in the telescope field.",,,"[{'name': 'E. R. Watts & Son, Ltd.', 'role': 'maker'}, {'name': 'E. R. Watts & Son, Ltd.', 'role': 'lender'}]",,,"['invar', 'nickel-steel alloy', 'wood', 'metal']",['about 2 cm.'],"The advantages of a metal scale for levelling staves have until recently been counterbalanced by the tendency of such scales to expand when heated, and the difficulty of ascertaining their temperature in order to apply the necessary correction. The invention of “invar”—a nickel-steel alloy of negligible temperature coefficient—has now led to its employment in levelling rods used in precise surveys. In estimating the position of the cross wire with respect to the graduated scale of the rod, the nearest 0.02-ft. mark is taken and the remaining interval found either by elevating or depressing the telescope by a fine-motion screw, or by moving an optical device which causes the image of the rod to be raised or lowered in the telescope field. The position of the cross wire is thus readily found to 0.001 ft.",,
99,1893-134,,whole,1.0,,loaned,MOUNTAIN BAROMETER,"This instrument is a closed cistern mercury barometer of the type common in the late 18th and early 19th centuries; it is specially adapted for portability and thus capable of employment in measuring altitudes. When it is being transported, the mercury can be forced up so as to fill the tube completely by turning an adjusting screw, which depresses the flexible leather base of the cistern. The aperture in the wooden case, used for reading the height of the mercury and the temperature, can also be closed by a rotating brass sheath. The barometer is graduated in inches, and reads by a vernier index, operated by a rack and pinion mechanism, to 0.002 in. A thermometer, provided with Centigrade and Fahrenheit scales, is placed near the top of the instrument. A suspension ring is fixed at the top, and is covered by a ferrule when the instrument is being carried. A screw cap at the bottom likewise serves to enclose the adjusting screw which operates on the cistern. The wooden case which encloses the lower part of the tube is graduated in inches, so that the instrument can serve as a rough measuring rod.",,,"[{'name': 'West', 'role': 'maker'}, {'name': 'G. J. Symons, F.R.S.', 'role': 'lender'}]",,late 18th and early 19th centuries,"['mercury', 'leather', 'brass', 'wooden', 'steel']",['0.002 in.'],"Specially adapted for portability and thus capable of employment in measuring altitudes. The wooden case which encloses the lower part of the tube is graduated in inches, so that the instrument can serve as a rough measuring rod.",,
100,1893-133,,whole,1.0,,loaned,MOUNTAIN BAROMETER,A brass surveying compass with,,,"[{'name': 'Dollond', 'role': 'maker'}, {'name': 'G. J. Symons, F.R.S.', 'role': 'lender'}]",,,"['brass', 'glass', 'steel']","['graduated in inches', 'read to 0·002 in.']","This resembles the adjacent instrument, made by West, in its general character- istics of compactness and portability, but differs in the arrangement of the cistern. This is of the usual flexible base type, but has a supplementary syphon tube, connected to the cistern by a narrow neck, which can be closed by means of a cock. When the instrument is being used, the cock is opened, and the mercury allowed to attain a fixed height in the syphon tube. This is the zero of the barometer tube scale. For transporting the barometer, the mercury is withdrawn from the syphon tube and the cock closed, after which the flexible base of the cistern is de- pressed by means of the adjusting screw until the mercury completely fills the barometer tube. The barometer tube is graduated in inches, and read to 0·002 in. by a vernier attached to the movable index. A thermometer with Centigrade and Fahrenheit scales is fixed near the top. The window for reading this and the barometer can be closed by means of a rotating brass shutter, and a similar shutter at the bottom of the instrument serves to protect the cistern and syphon tube when required.",,1893
101,1907-65,Inv. 1907-65,whole,1.0,,,MOUNTAIN BAROMETER,"The Gay-Lussac syphon-tube mercury barometer, in which both the long and short tubes are closed completely at the end, but a small aperture in the side of the short tube permits the air to enter whilst preventing the mercury escaping, was essentially a portable instrument, and was, therefore, often used for measuring altitudes prior to the invention of the aneroid. The instrument exhibited is of this type. The barometer tube is enclosed in a brass case, at the ends of which are cork cushions. Scales graduated directly to 0·02 in. and read by movable verniers to 0·001 in. are engraved upon the case opposite the ends of the mercury. Each vernier has an index which can be set level with the top of the mercury column. The difference between the two readings then gives the height of the barometer. A thermometer, with Centigrade and Fahrenheit graduations, is fixed near the centre of the tube. This instrument is attached by brackets to a wooden stand, and can be set accurately vertical by means of three screws threaded in the lower bracket with their ends pressing against the case of the barometer. For mountain barometers a tripod stand was usually provided.",,,"[{'name': 'Troughton & Simms', 'role': 'maker'}]",,c. 1840,"['brass', 'cork', 'glass', 'wood', 'mercury']","['0·02 in.', '0·001 in.']",A portable instrument often used for measuring altitudes prior to the invention of the aneroid. Scales are engraved to read differences in height of the barometer.,,1907
102,1893-119,Inv. 1893-119,whole,1.0,,loaned,ANEROID BAROMETER,A brass surveying compass with,,,"[{'name': 'W. F. Stanley', 'role': 'maker'}, {'name': 'W. F. Stanley', 'role': 'lender'}]",,c. 1890,"['brass', 'glass', 'aluminium']","['4,000 ft. up to', '32 in. in the mercury barometer', '3·5 in. diam.']","This instrument was made about 1890, for the use of surveyors in measuring altitudes up to 4,000 ft. The zero mark of the altitude scale corresponds to a height of 32 in. in the mercury barometer. The altitude scale has a diam. of 3·5 in., and is graduated every 10 ft., single feet being estimated. The movable glass cover carries an index mark, which is set to the last height read, and a small lens for facilitating reading. The altitude scale is slightly raised on a step so that its inside graduated edge is flush with an aluminium plate fixed to the tip of the hand and provided with a mark. By this arrangement errors due to parallax are avoided. The instrument is compensated for temperature variations.",,1893
103,1907-67,Inv. 1907-67,whole,1.0,,,WATKIN ANEROID BAROMETER,"In aneroid barometers many attempts have been made to provide scales suitable for a very extended range of altitudes. This instrument shows the three concentric circular scale arrangement devised by Major H. S. S. Watkin, by which altitudes from zero to 10,860 ft. can be measured. The zero graduation corresponds to a height of 31 in. in the mercury barometer. Altitudes from zero to 3,440 ft. are marked at 20 ft. intervals on the outermost scale, which has a diameter of 3·6 in. The middle scale, of diam. 2·9 in., records altitudes from 3,440 ft. to 6,860 ft., whilst the innermost scale, of diam. 2·2 in., completes the range to 10,860 ft., every 20 ft. being marked on each scale. The corresponding mercury barometer scales are marked at 0·02 in. intervals from 31 in. to 20 in. To show which scale should be used, an indicator exhibits the number 1, 2 or 3, corresponding to the outer, middle and inner scales respectively. The number indicated is marked upon a plate worked by the mechanism, and is automatically altered when the barometer hand reaches the end of the scale concerned. The breaks in the circles are indicated by black bars. The revolving glass cover carries an index hand, which can be set to the last reading taken. The instrument is compensated for temperature variations.",,,"[{'name': 'J. Hicks', 'role': 'maker'}, {'name': 'Major H. S. S. Watkin', 'role': 'designer'}]",,,"['brass', 'glass']","['3·6 in. diameter', '2·9 in. diam.', '2·2 in. diam.']","Aneroid barometer with a three concentric circular scale arrangement devised for measuring altitudes from zero to 10,860 ft. It compensates for temperature variations.","British Patent Specification, No. 14730, of 1886",1886
